AIRPORT_CODE,LATITUDE,LONGITUDE,DISPLAY_AIRPORT_NAME,STATE_NAME,STATE_CODE,COUNTRY_NAME,CITY_NAME
OH9,41.13138889,-81.765,Medina Municipal,Ohio,OH,United States,Medina
TLR,36.15666667,-119.32666667,Mefford Field,California,CA,United States,Tulare
CGX,41.85888889,-87.60833333,Meigs Field,Illinois,IL,United States,Chicago
MYU,60.3725,-166.27027778,Mekoryuk Airport,Alaska,AK,United States,Mekoryuk
MLB,28.10277778,-80.64527778,Melbourne International,Florida,FL,United States,Melbourne
OQL,56.23333333,-160.075,Mels Airport,Alaska,AK,United States,Mels
HOT,34.47805556,-93.09611111,Memorial Field,Arkansas,AR,United States,Hot Springs
MEM,35.0425,-89.97666667,Memphis International,Tennessee,TN,United States,Memphis
XXX,34.54527778,-94.20277778,Mena Intermountain Municipal,Arkansas,AR,United States,Mena
MNM,45.12666667,-87.63861111,Menominee-Marinette Twin County,Michigan,MI,United States,Marinette
MCE,37.28472222,-120.51388889,Merced Regional/Macready Field,California,CA,United States,Merced
PSE,18.00888889,-66.56444444,Mercedita,Puerto Rico,PR,United States,Ponce
BLF,37.29583333,-81.20777778,Mercer County,West Virginia,WV,United States,Princeton/Bluefield
AL9,33.17194444,-86.30555556,Merkel Field Sylacauga Municipal,Alabama,AL,United States,Sylacauga
CDV,60.49166667,-145.4775,Merle K Mudhole Smith,Alaska,AK,United States,Cordova
MRI,61.21361111,-149.84472222,Merrill Field,Alaska,AK,United States,Anchorage
YMB,50.12277778,-120.745,Merritt Airport,British Columbia,BC,Canada,Merritt
OQM,56.76666667,-158.08527778,Meshik Airport,Alaska,AK,United States,Meshik
MFH,36.83305556,-114.05583333,Mesquite Airport,Nevada,NV,United States,Mesquite
TX1,32.74694444,-96.53055556,Mesquite Metro,Texas,TX,United States,Mesquite
TDZ,41.65,-83.53333333,Metcalf Field,Ohio,OH,United States,Toledo
WA5,48.425,-120.14583333,Methow Valley State,Washington,WA,United States,Winthrop
MTM,55.13333333,-131.58333333,Metlakatala,Alaska,AK,United States,Metlakatla
MTX,64.80666667,-147.7625,Metro Field,Alaska,AK,United States,Fairbanks
OAK,37.72111111,-122.22111111,Metropolitan Oakland International,California,CA,United States,Oakland
CEV,39.69805556,-85.13111111,Mettel Field,Indiana,IN,United States,Connersville
WMK,55.74,-132.25333333,Meyers Chuck Seaplane Base,Alaska,AK,United States,Meyers Chuck
JDM,25.76666667,-80.18333333,Miami Downtown Heliport,Florida,FL,United States,Miami
TMB,25.6475,-80.43333333,Miami Executive,Florida,FL,United States,Miami
MIA,25.79527778,-80.29,Miami International,Florida,FL,United States,Miami
OPF,25.9075,-80.27833333,Miami Opa Locka Executive,Florida,FL,United States,Miami
MIO,36.90916667,-94.8875,Miami Regional,Oklahoma,OK,United States,Miami
DPG,40.1975,-112.935,Michael AAF,Utah,UT,United States,Dugway
NC7,34.73388889,-76.66027778,Michael J. Smith Field,North Carolina,NC,United States,Beaufort
YGP,48.77527778,-64.47972222,Michel Pouliot,Quebec,QC,Canada,Gaspe
MGC,41.70333333,-86.82111111,Michigan City Municipal Phillips Field,Indiana,IN,United States,Michigan City
SRW,35.64583333,-80.52027778,Mid Carolina Regional,North Carolina,NC,United States,Salisbury
PSB,40.88444444,-78.08722222,Mid State,Pennsylvania,PA,United States,Philipsburg
JWY,32.45833333,-96.9125,Mid Way Regional,Texas,TX,United States,Midlothian/Waxahachie
PKB,39.345,-81.43944444,Mid-Ohio Valley Regional,West Virginia,WV,United States,Parkersburg
QBN,41.68833333,-82.80805556,Middle Bass Island Airport,Ohio,OH,United States,Middle Bass Island
MCN,32.69277778,-83.64916667,Middle Georgia Regional,Georgia,GA,United States,Macon
6B0,43.98555556,-73.09555556,Middlebury State,Vermont,VT,United States,Middlebury
MDO,59.45,-146.30722222,Middleton Island Airport,Alaska,AK,United States,Middleton Island
WI4,43.11416667,-89.53166667,Middleton Municipal Morey Field,Wisconsin,WI,United States,Middleton
MWO,39.53194444,-84.39638889,Middletown Regional/Hook Field,Ohio,OH,United States,Middletown
MDD,32.03666667,-102.10166667,Midland Airpark,Texas,TX,United States,Midland/Odessa
MAF,31.9425,-102.20194444,Midland International Air and Space Port,Texas,TX,United States,Midland/Odessa
MO1,39.3325,-94.30972222,Midwest National Air Center,Missouri,MO,United States,Mosby
RED,40.6775,-77.62694444,Mifflin County,Pennsylvania,PA,United States,Reedsville
BPI,42.58222222,-110.10888889,Miley Memorial Field,Wyoming,WY,United States,Big Piney
MLF,38.42666667,-113.01333333,Milford Municipal/Ben and Judy Briscoe Field,Utah,UT,United States,Milford
MIQ,41.19611111,-96.11222222,Millard,Nebraska,NE,United States,Omaha
RCT,43.89166667,-85.51666667,Miller Field,Michigan,MI,United States,Reed City
VTN,42.85666667,-100.54888889,Miller Field,Nebraska,NE,United States,Valentine
NQA,35.35666667,-89.87055556,Millington Regional Jetport,Tennessee,TN,United States,Millington
MLT,45.64777778,-68.68555556,Millinocket Municipal,Maine,ME,United States,Millinocket
MIV,39.36777778,-75.07222222,Millville Municipal,New Jersey,NJ,United States,Millville
CN2,50.93888889,-126.68333333,Mimmo Bay Water Aerodrome,British Columbia,BC,Canada,Nimmo Bay
MHM,63.88583333,-152.30194444,Minchumina Airport,Alaska,AK,United States,Minchumina
MEV,39.00055556,-119.75111111,Minden-Tahoe,Nevada,NV,United States,Minden
VZH,32.67666667,-95.51083333,Mineola Wisener Field,Texas,TX,United States,Mineola
MWL,32.78166667,-98.06027778,Mineral Wells Airport,Texas,TX,United States,Mineral Wells
YAV,48.51666667,-123.18333333,Miners Bay Airport,British Columbia,BC,Canada,Miners Bay
YLP,50.29,-64.15555556,Mingan Airport,Quebec,QC,Canada,Mingan
BC9,50.11666667,-124.75,Mink Island Water Aerodrome,British Columbia,BC,Canada,Mink Island
JDT,44.98277778,-93.26833333,Minneapolis Heliport,Minnesota,MN,United States,Minneapolis
MSP,44.88194444,-93.22166667,Minneapolis-St Paul International,Minnesota,MN,United States,Minneapolis
MIB,48.41583333,-101.35805556,Minot AFB,North Dakota,ND,United States,Minot
MOT,48.25777778,-101.27805556,Minot International,North Dakota,ND,United States,Minot
B3C,50.61888889,-126.31777778,Minstrel Island Water Aerodrome,British Columbia,BC,Canada,Minstrel Island
MNT,65.14805556,-149.36861111,Minto Al Wright,Alaska,AK,United States,Minto
MMN,42.46055556,-71.51777778,Minute Man Air Field,Massachusetts,MA,United States,Stow
NKX,32.86861111,-117.14305556,Miramar MCAS,California,CA,United States,San Diego
YCH,47.00583333,-65.45694444,Miramichi Airport,New Brunswick,NB,Canada,Miramichi
MSO,46.91638889,-114.09055556,Missoula International,Montana,MT,United States,Missoula
MHE,43.77472222,-98.03861111,Mitchell Municipal,South Dakota,SD,United States,Mitchell
VZB,56.00166667,-158.83333333,Mitrofania Airport,Alaska,AK,United States,Mitrofania
BFM,30.62666667,-88.06805556,Mobile Downtown,Alabama,AL,United States,Mobile
MOB,30.69138889,-88.24277778,Mobile Regional,Alabama,AL,United States,Mobile
MOD,37.62583333,-120.95444444,Modesto City-County-Harry Sham Field,California,CA,United States,Modesto
VZG,55.42833333,-162.63,Moffet Bay Airport,Alaska,AK,United States,Moffet Bay
NUQ,37.41611111,-122.04916667,Moffett Federal Airfield,California,CA,United States,Mountain View
MHV,35.05888889,-118.15055556,Mojave Air and Space Port,California,CA,United States,Mojave
A38,64.09722222,-143.26666667,Molly Creek Airport,Alaska,AK,United States,Molly Creek
MKK,21.15277778,-157.09638889,Molokai,Hawaii,HI,United States,Hoolehua
ECS,43.88416667,-104.31444444,Mondell Field,Wyoming,WY,United States,Newcastle
BLM,40.18666667,-74.12444444,Monmouth Executive,New Jersey,NJ,United States,Belmar/Farmingdale
BMG,39.14611111,-86.61666667,Monroe County,Indiana,IN,United States,Bloomington
MVC,31.45805556,-87.35111111,Monroe County Aeroplex,Alabama,AL,United States,Monroeville
WI5,42.615,-89.59027778,Monroe Municipal,Wisconsin,WI,United States,Moroe
MLU,32.51083333,-92.03777778,Monroe Regional,Louisiana,LA,United States,Monroe
GA8,33.7825,-83.69277778,Monroe Walton County,Georgia,GA,United States,Monroe
YYY,48.60916667,-68.20805556,Mont Joli Airport,Quebec,QC,Canada,Mont Joli
QC1,46.56472222,-75.57611111,Mont Laurier Airport,Quebec,QC,Canada,Mont Laurier
YTM,46.40916667,-74.78,Mont-Tremblant International,Quebec,QC,Canada,La Macaza
A89,59.925,-147.51666667,Montague Island Airport,Alaska,AK,United States,Montague Island
CO1,37.52861111,-106.04583333,Monte Vista Municipal,Colorado,CO,United States,Monte Vista
MRY,36.58694444,-121.84305556,Monterey Regional,California,CA,United States,Monterey
GAI,39.16833333,-77.16611111,Montgomery County Airpark,Maryland,MD,United States,Gaithersburg
MYF,32.81583333,-117.13944444,Montgomery Gibbs Executive,California,CA,United States,San Diego
MGM,32.30055556,-86.39388889,Montgomery Regional,Alabama,AL,United States,Montgomery
MXC,37.93722222,-109.34638889,Monticello Airport,Utah,UT,United States,Monticello
ID2,42.33611111,-111.28888889,Montpelier Airport,Idaho,ID,United States,Montpelier
YMX,45.67972222,-74.03861111,Montreal International (Mirabel),Quebec,QC,Canada,Montreal
YMQ,45.555,-73.73388889,Montreal Metropolitan Area,Quebec,QC,Canada,Montreal
MTJ,38.50972222,-107.89416667,Montrose Regional,Colorado,CO,United States,Montrose/Delta
UXR,37.01666667,-110.20055556,Monument Valley Airport,Utah,UT,United States,Monument Valley
VAD,30.96861111,-83.19305556,Moody AFB,Georgia,GA,United States,Valdosta
SOP,35.2375,-79.38916667,Moore County,North Carolina,NC,United States,Pinehurst/Southern Pines
MOR,36.17944444,-83.37555556,Moore-Murrell,Tennessee,TN,United States,Morristown
MN2,46.41861111,-92.80472222,Moose Lake Carlton County,Minnesota,MN,United States,Moose Lake
A49,70.28444444,-152.21194444,Mooseville Airstrip Airport,Alaska,AK,United States,Mooseville Airstrip
YMO,51.29194444,-80.60833333,Moosonee Airport,Ontario,ON,Canada,Moosonee
MRN,35.83333333,-81.61666667,Morganton Lenoir,North Carolina,NC,United States,Morganton
MGW,39.64361111,-79.9175,Morgantown Municipal-Walter L. Bill Hart Field,West Virginia,WV,United States,Morgantown
MMU,40.79944444,-74.415,Morristown Municipal,New Jersey,NJ,United States,Morristown
MVL,44.53444444,-72.61388889,Morrisville Stowe State,Vermont,VT,United States,Morrisville
RTO,34.05638889,-117.365,Morrow Field,California,CA,United States,Colton
KMY,57.02638889,-154.14361111,Moser Bay Airport,Alaska,AK,United States,Moser Bay
MOS,64.69805556,-162.05722222,Moses Point Airport,Alaska,AK,United States,Moses Point
YMD,76.23916667,-119.32111111,Mould Bay Airport,Northwest Territories,NT,Canada,Mould Bay
NH4,43.76833333,-71.38666667,Moultonboro Airport,New Hampshire,NH,United States,Moultonboro
MGR,31.06944444,-83.80277778,Moultrie/Thomasville Airport,Georgia,GA,United States,Moultrie/Thomasville
MPS,33.12861111,-94.97583333,Mount Pleasant Municipal,Texas,TX,United States,Mount Pleasant
MOP,43.62166667,-84.73722222,Mount Pleasant Municipal,Michigan,MI,United States,Mount Pleasant
KY3,38.05805556,-83.97944444,Mount Sterling - Montgomery County,Kentucky,KY,United States,Mount Sterling
MVN,38.32333333,-88.85861111,Mount Vernon Airport,Illinois,IL,United States,Mount Vernon
HIE,44.3675,-71.54583333,Mount Washington Regional,New Hampshire,NH,United States,Whitefield
VA3,36.89472222,-81.35,Mountain Empire,Virginia,VA,United States,Marion/Wytheville
MUO,43.04361111,-115.8725,Mountain Home AFB,Idaho,ID,United States,Mountain Home
MOU,62.09472222,-163.68277778,Mountain Village Airport,Alaska,AK,United States,Mountain Village
A13,61.39027778,-157.99555556,Mountaintop Mine Airport,Alaska,AK,United States,Mountaintop Mine
GCY,36.19138889,-82.81666667,Municipal,Tennessee,TN,United States,Greeneville
CBK,39.40388889,-101.04666667,Murray,Kansas,KS,United States,Colby
EKA,40.80333333,-124.11277778,Murray Field,California,CA,United States,Eureka
MUT,41.36777778,-91.14833333,Muscatine Municipal,Iowa,IA,United States,Muscatine
VZC,57.7,-153.47333333,Mush Bay Airport,Alaska,AK,United States,Mush Bay
MKG,43.16888889,-86.2375,Muskegon County,Michigan,MI,United States,Muskegon
MKO,35.65777778,-95.36166667,Muskogee Davis Regional,Oklahoma,OK,United States,Muskogee
YQA,44.975,-79.30388889,Muskoka Airport,Ontario,ON,Canada,Muskoka
MSA,53.44138889,-91.76277778,Muskrat Dam Airport,Ontario,ON,Canada,Muskrat Dam
MYR,33.67972222,-78.92833333,Myrtle Beach International,South Carolina,SC,United States,Myrtle Beach
VWB,42.99722222,-123.31527778,Myrtle Creek Municipal,Oregon,OR,United States,Myrtle Creek
BBF,42.50833333,-71.18333333,N Eng Heliport,Massachusetts,MA,United States,Burlington
NSL,28.615,-80.69444444,NASA Shuttle Landing Facility,Florida,FL,United States,Merritt Island
OCH,31.57777778,-94.71,Nacogdoches A L Mangham Jr Regional,Texas,TX,United States,Nacogdoches
YDP,56.55055556,-61.68222222,Nain Airport,Newfoundland and Labrador,NL,Canada,Nain
NNK,58.73472222,-157.02527778,Naknek Airport,Alaska,AK,United States,Naknek
A7K,62.03611111,-151.45222222,Nakochna Airport,Alaska,AK,United States,Nakochna
YCD,49.05444444,-123.87,Nanaimo Airport,British Columbia,BC,Canada,Nanaimo
YSR,72.98222222,-84.61361111,Nanisivik Airport,Nunavut Territory,NU,Canada,Nanisivik
ACK,41.25305556,-70.06,Nantucket Memorial,Massachusetts,MA,United States,Nantucket
KEB,59.35222222,-151.92527778,Nanwalek Airport,Alaska,AK,United States,Nanwalek
APC,38.21305556,-122.28055556,Napa County,California,CA,United States,Napa
AA9,61.53638889,-158.73888889,Napaimute Pioneer Airfield,Alaska,AK,United States,Napaimute
WNA,60.69027778,-161.97861111,Napakiak Airport,Alaska,AK,United States,Napakiak
KPM,61.53138889,-158.64083333,Napamute Airport,Alaska,AK,United States,Napamute
PKA,60.70305556,-161.77833333,Napaskiak Airport,Alaska,AK,United States,Napaskiak
APF,26.1525,-81.77555556,Naples Municipal,Florida,FL,United States,Naples
ZXV,41.44611111,-85.93611111,Nappanee Municipal,Indiana,IN,United States,Nappanee
VWL,47.37527778,-94.79861111,Nary National Shefland Field,Minnesota,MN,United States,Bemidji
QQD,42.3675,-71.06666667,Nashua Street Heliport,Massachusetts,MA,United States,Boston
BNA,36.12444444,-86.67805556,Nashville International,Tennessee,TN,United States,Nashville
YNA,50.19,-61.78888889,Natashquan Airport,Quebec,QC,Canada,Natashquan
LA1,31.73583333,-93.09916667,Natchitoches Regional,Louisiana,LA,United States,Notchitoches
YUT,66.52055556,-86.22472222,Naujaat,Nunavut Territory,NU,Canada,Repulse Bay
WNC,55.84972222,-133.22777778,Naukati Bay Seaplane Base,Alaska,AK,United States,Tuxekan Island
NKI,55.875,-133.22083333,Naukiti Airport,Alaska,AK,United States,Naukiti
A06,65.65555556,-165.35638889,Navigator Airstrip,Alaska,AK,United States,Kougarok
AFK,40.60666667,-95.86666667,Nebraska City Municipal,Nebraska,NE,United States,Nebraska
EED,34.76638889,-114.62333333,Needles Airport,California,CA,United States,Needles
DQU,55.77888889,-131.60138889,Neets Bay,Alaska,AK,United States,Ketchikan
AXV,40.49361111,-84.29805556,Neil Armstrong,Ohio,OH,United States,Wapakoneta
NEU,60.55,-148.16666667,Nellie Juan Airport,Alaska,AK,United States,Nellie Juan
LSV,36.23611111,-115.03416667,Nellis AFB,Nevada,NV,United States,Las Vegas
NLG,56.0075,-161.16027778,Nelson Lagoon Airport,Alaska,AK,United States,Nelson Lagoon
P1A,39.80555556,-79.54888889,Nemacolin,Pennsylvania,PA,United States,Farmington
ENN,64.54722222,-149.07388889,Nenana Municipal,Alaska,AK,United States,Nenana
QQQ,39.22416667,-121.0025,Nevada County,California,CA,United States,Grass Valley
NVD,37.8525,-94.30472222,Nevada Municipal,Missouri,MO,United States,Nevada
EWB,41.67666667,-70.95777778,New Bedford Regional,Massachusetts,MA,United States,New Bedford/Fall River
ILG,39.67861111,-75.60666667,New Castle,Delaware,DE,United States,Wilmington
JCI,38.83083333,-94.89027778,New Century Aircenter,Kansas,KS,United States,Olathe
CLG,36.16222222,-120.29472222,New Coalinga Municipal,California,CA,United States,Coalinga
PA7,39.83055556,-75.76972222,New Garden,Pennsylvania,PA,United States,Toughkenamon
NBG,29.82722222,-90.02666667,New Orleans NAS JRB,Louisiana,LA,United States,New Orleans
RNH,45.14777778,-92.53916667,New Richmond Regional,Wisconsin,WI,United States,New Richmond
PSK,37.13722222,-80.67861111,New River Valley,Virginia,VA,United States,Dublin
DQN,29.05555556,-80.94888889,New Smyrna Beach Municipal,Florida,FL,United States,New Smyrna Beach
KNW,59.45166667,-157.37305556,New Stuyahok Airport,Alaska,AK,United States,New Stuyahok
ULM,44.31833333,-94.50166667,New Ulm Municipal,Minnesota,MN,United States,New Ulm
NYC,40.72722222,-73.92666667,New York City Metropolitan Area,New York,NY,United States,New York
EWR,40.6925,-74.16861111,Newark Liberty International,New Jersey,NJ,United States,Newark
NBJ,41.53333333,-72.04305556,Newburgh Airport,New York,NY,United States,Newburgh
GA3,33.31166667,-84.76972222,Newnan Coweta County,Georgia,GA,United States,Atlanta
JNP,33.61388889,-117.88972222,Newport Beach Airport,California,CA,United States,Newport Beach
ONP,44.58027778,-124.05805556,Newport Municipal,Oregon,OR,United States,Newport
PHF,37.13194444,-76.49305556,Newport News/Williamsburg International,Virginia,VA,United States,Newport News/Williamsburg
NPT,41.5325,-71.28166667,Newport State,Rhode Island,RI,United States,Newport
WWT,60.93916667,-164.64138889,Newtok Airport,Alaska,AK,United States,Newtok
EWK,38.05694444,-97.27527778,Newton City County,Kansas,KS,United States,Newton
TNU,41.67444444,-93.02166667,Newton Municipal Earl Johnson Field,Iowa,IA,United States,Newton
YCM,43.19166667,-79.17111111,Niagara District,Ontario,ON,Canada,St. Catharines
IAG,43.1075,-78.94583333,Niagara Falls International,New York,NY,United States,Niagara Falls
NIE,55.06666667,-132.14583333,Niblack Airport,Alaska,AK,United States,Niblack
NKV,55.85,-133.21666667,Nichin Cove Seaplane Base,Alaska,AK,United States,Nichen Cove
NME,60.46916667,-164.70416667,Nightmute Airport,Alaska,AK,United States,Nightmute
A82,60.69027778,-151.28888889,Nikiski Private Airstrip,Alaska,AK,United States,Nikiski
NIB,63.01861111,-154.35833333,Nikolai Airport,Alaska,AK,United States,Nikolai
IKO,52.94166667,-168.84916667,Nikolski AS,Alaska,AK,United States,Nikolski
QQC,66.78333333,-162.01666667,Nimiuk Point Airport,Alaska,AK,United States,Nimiuk Point
NIN,60.02027778,-151.58944444,Ninilchik Airport,Alaska,AK,United States,Ninilchik
RQI,62.23388889,-154.73472222,Nixon Fork Mine Airport,Alaska,AK,United States,Nixon Fork Mine
WTK,67.56111111,-162.98055556,Noatak Airport,Alaska,AK,United States,Noatak
OLS,31.41777778,-110.84777778,Nogales International,Arizona,AZ,United States,Nogales
OME,64.5125,-165.44444444,Nome Airport,Alaska,AK,United States,Nome
NNL,59.98027778,-154.83916667,Nondalton Airport,Alaska,AK,United States,Nondalton
YNK,49.6,-126.61666667,Nootka Sound Airport,British Columbia,BC,Canada,Nootka Sound
ORF,36.89472222,-76.20111111,Norfolk International,Virginia,VA,United States,Norfolk
NGU,36.9375,-76.28916667,Norfolk NS,Virginia,VA,United States,Norfolk
